Index,Region,State,County,Population,% College Grad,Income per Capita,Employees,Retail Sales,Median Rent
2032,South Atlantic,WV,Pendleton,8128,8.2,16170,1622,21633,190
2033,South Atlantic,WV,Pleasants,7525,8.5,16535,1938,31947,178
2034,South Atlantic,WV,Pocahontas,8962,9.7,14774,2996,43687,177
2035,South Atlantic,WV,Preston,29847,8.3,13172,4510,120496,176
2036,South Atlantic,WV,Putnam,48944,13.3,17145,10141,269431,265
2037,South Atlantic,WV,Raleigh,78656,10.7,15924,20443,627901,218
2038,South Atlantic,WV,Randolph,28939,11.9,14583,7826,189390,202
2039,South Atlantic,WV,Ritchie,10154,6,13074,2192,37994,147
2040,South Atlantic,WV,Roane,15389,6.6,12271,2452,56464,173
2041,South Atlantic,WV,Summers,14050,8.5,11987,1319,36513,166
2042,South Atlantic,WV,Taylor,15335,8.1,12161,1821,52309,159
2043,South Atlantic,WV,Tucker,7783,8.6,13870,2417,37224,168
2044,South Atlantic,WV,Tyler,10160,9,12774,1062,22659,171
2045,South Atlantic,WV,Upshur,23891,12,12721,5386,113237,200
2046,South Atlantic,WV,Wayne,42669,9,12919,9537,130939,213
2047,South Atlantic,WV,Webster,10409,5.6,10740,1553,29242,144
2048,South Atlantic,WV,Wetzel,18909,10.4,15619,4288,131796,183
2049,South Atlantic,WV,Wirt,5513,8,11541,273,9048,149
2050,South Atlantic,WV,Wood,88295,13.5,18470,34406,761781,249
2051,South Atlantic,WV,Wyoming,28213,6.2,12415,3752,108488,164
2052,West North Central,IA,Adair,8286,9.8,14826,1763,33525,164
2053,West North Central,IA,Adams,4500,9.4,14238,1000,13419,174
2054,West North Central,IA,Allamakee,14079,8.9,14969,4083,79373,172
2055,West North Central,IA,Appanoose,13674,11.5,14747,3260,83754,174
2056,West North Central,IA,Audubon,6875,9.8,16012,1553,40183,149
2057,West North Central,IA,Benton,24137,9.6,16342,3672,91723,189
2058,West North Central,IA,Black Hawk,123077,17.3,17974,50841,1093506,255
2059,West North Central,IA,Boone,25502,13.7,18912,6475,146503,230
2060,West North Central,IA,Bremer,23218,15.1,17096,7631,125680,203
2061,West North Central,IA,Buchanan,21294,11.2,15373,4331,105530,188
2062,West North Central,IA,Buena Vista,20065,15.2,16009,7508,147567,218
2063,West North Central,IA,Butler,15745,9.4,15409,2352,50086,162
2064,West North Central,IA,Calhoun,11430,11.6,15634,2440,51623,165
2065,West North Central,IA,Carroll,21603,11.3,17616,8903,171908,207
2066,West North Central,IA,Cass,15047,12.5,16225,5019,106191,186
2067,West North Central,IA,Cedar,17682,12.8,17726,3625,77981,220
2068,West North Central,IA,Cerro Gordo,46633,15.5,18071,18870,450634,253
2069,West North Central,IA,Cherokee,13591,10.8,16141,4371,88071,167
2070,West North Central,IA,Chickasaw,13429,9.9,16122,3866,60805,183
2071,West North Central,IA,Clarke,8136,8.8,13787,2318,52263,219
2072,West North Central,IA,Clay,17412,14.5,16979,6681,154682,208
2073,West North Central,IA,Clayton,18833,9,14840,4268,91836,173
2074,West North Central,IA,Clinton,50889,12.9,17504,17885,357086,235
2075,West North Central,IA,Crawford,16461,9.8,16439,5065,100201,198
2076,West North Central,IA,Dallas,32947,16.3,19844,7325,147339,242
2077,West North Central,IA,Davis,8539,10.5,14507,1460,30860,173
2078,West North Central,IA,Decatur,8177,12.3,12744,2189,25246,163
2079,West North Central,IA,Delaware,18394,11,14967,3619,88034,186
2080,West North Central,IA,Des Moines,42679,12.7,18328,19351,352816,242
2081,West North Central,IA,Dickinson,15664,17.5,19475,6590,135344,210
2082,West North Central,IA,Dubuque,88566,16.8,18503,45017,713355,252
2083,West North Central,IA,Emmet,11153,11,15783,2992,59355,178
2084,West North Central,IA,Fayette,21799,11.8,14469,6111,131889,169
2085,West North Central,IA,Floyd,16603,12.2,16405,4896,88112,182
2086,West North Central,IA,Franklin,11106,12.3,15064,2436,42911,186
2087,West North Central,IA,Fremont,8097,11.3,14798,1329,18888,168
2088,West North Central,IA,Greene,10080,13.7,15724,2249,49340,171
2089,West North Central,IA,Grundy,12303,12.3,18072,2442,46652,179
2090,West North Central,IA,Guthrie,11406,9.9,16323,1746,36528,174
2091,West North Central,IA,Hamilton,16193,12.8,17416,6007,85208,214
2092,West North Central,IA,Hancock,12184,10.3,14687,3440,44676,191
2093,West North Central,IA,Hardin,18685,12.4,16902,5916,116346,192
2094,West North Central,IA,Harrison,15115,9.1,15207,2516,116967,182
2095,West North Central,IA,Henry,19826,14.5,17152,9187,119358,229
2096,West North Central,IA,Howard,9887,8.2,14986,2438,47194,152
2097,West North Central,IA,Humboldt,10284,11.6,16457,2744,57616,189
2098,West North Central,IA,Ida,8193,11,15968,2767,45714,167
2099,West North Central,IA,Iowa,15193,11.1,19056,8126,135263,207
2100,West North Central,IA,Jackson,20120,10,15961,4637,117845,189
2101,West North Central,IA,Jasper,35163,12.7,18280,9614,199661,240
2102,West North Central,IA,Jefferson,16829,26.5,15749,7343,121014,243
2103,West North Central,IA,Johnson,101291,44,19578,39905,771928,360
2104,West North Central,IA,Jones,20273,10.6,13992,3736,96415,193
2105,West North Central,IA,Keokuk,11564,9.4,15528,1872,48274,154
2106,West North Central,IA,Kossuth,18147,11.8,14864,4484,119001,175
2107,West North Central,IA,Lee,39130,10.7,16854,14754,309479,208
2108,West North Central,IA,Linn,178559,21.5,21096,93329,1588283,308
2109,West North Central,IA,Louisa,11793,9.2,16331,3089,41448,217
2110,West North Central,IA,Lucas,9015,9.5,16212,2716,43840,179
2111,West North Central,IA,Lyon,11890,10.2,14152,2249,39856,144
2112,West North Central,IA,Madison,13490,12,16808,2158,62376,218
2113,West North Central,IA,Mahaska,21927,13.1,16199,5826,131177,209
2114,West North Central,IA,Marion,31102,12.9,18509,12370,142889,240
2115,West North Central,IA,Marshall,38627,15.8,18844,13720,266844,241
2116,West North Central,IA,Mills,13802,12.6,19604,3040,52966,229
2117,West North Central,IA,Mitchell,11129,11.1,17014,2640,38362,163
2118,West North Central,IA,Monona,9968,10.3,15137,2679,61571,153
2119,West North Central,IA,Monroe,8177,8,16880,2062,41351,183
2120,West North Central,IA,Montgomery,11939,12.8,16690,4139,78222,184
2121,West North Central,IA,Muscatine,41435,13,20070,18539,291009,262
2122,West North Central,IA,O'Brien,15349,12.6,16169,5204,101765,171
2123,West North Central,IA,Osceola,7077,10,13899,1664,21112,167
2124,West North Central,IA,Page,16676,13.5,17587,5996,126040,173
2125,West North Central,IA,Palo Alto,10200,12.8,14985,2438,51642,171
2126,West North Central,IA,Plymouth,24220,15,17259,7259,143885,214
2127,West North Central,IA,Pocahontas,9119,12.8,14745,2475,50522,156
2128,West North Central,IA,Polk,349560,23.9,23063,207302,3452139,369
2129,West North Central,IA,Pottawattamie,83701,11,16883,22756,674790,299
2130,West North Central,IA,Poweshiek,19014,16.2,17692,8202,124570,232
2131,West North Central,IA,Ringgold,5373,10.3,13371,947,26549,155
2132,West North Central,IA,Sac,12087,12.7,15698,2701,53579,160
2133,West North Central,IA,Scott,156694,21.9,19935,65099,1441035,286
2134,West North Central,IA,Shelby,13089,12.8,15754,4035,71673,176
2135,West North Central,IA,Sioux,31398,14.4,15546,12511,160922,191
2136,West North Central,IA,Story,74638,38.4,17858,23475,551997,334
2137,West North Central,IA,Tama,17878,11.2,16027,3940,64074,185
2138,West North Central,IA,Taylor,7152,8.7,12525,1297,18044,157
2139,West North Central,IA,Union,12416,12.8,15507,3997,108423,213
2140,West North Central,IA,Van Buren,7767,9.6,13412,1330,21202,143
2141,West North Central,IA,Wapello,35770,11,16619,11868,272163,219
2142,West North Central,IA,Warren,38940,16.2,17788,5911,196448,287
2143,West North Central,IA,Washington,20508,11.7,17337,5812,118848,215
2144,West North Central,IA,Wayne,6866,8.4,13975,1491,21019,137
2145,West North Central,IA,Webster,39206,13.7,17428,15194,322382,216
2146,West North Central,IA,Winnebago,11900,14,17210,6325,58826,194
2147,West North Central,IA,Winneshiek,21058,17.1,16249,7808,119228,211
2148,West North Central,IA,Woodbury,101827,16.7,19434,43313,840720,255
2149,West North Central,IA,Worth,7926,10.9,14648,1369,18679,173
2150,West North Central,IA,Wright,14314,11.3,15359,4467,72065,184
2151,West North Central,KS,Allen,14739,12.4,14790,5022,86162,174
2152,West North Central,KS,Anderson,8000,8.1,14927,1387,23565,159
2153,West North Central,KS,Atchison,16258,13.3,16038,5239,73887,184
2154,West North Central,KS,Barber,5603,12.9,17755,1537,29500,193
2155,West North Central,KS,Barton,28614,13.6,18219,10329,230971,211
2156,West North Central,KS,Bourbon,15013,14,16148,5319,95370,179
2157,West North Central,KS,Brown,11075,12.5,16518,2733,42802,159
2158,West North Central,KS,Butler,57746,17,18558,10011,261336,243
2159,West North Central,KS,Chase,2885,13.6,18491,552,7965,151
2160,West North Central,KS,Chautauqua,4439,10.6,14747,606,11340,141
2161,West North Central,KS,Cherokee,22437,10.3,14869,4554,69831,166
2162,West North Central,KS,Cheyenne,3230,13.3,21435,582,13728,144
2163,West North Central,KS,Clark,2379,17.5,26839,500,9627,189
2164,West North Central,KS,Clay,9317,13.3,17061,2224,49555,169
2165,West North Central,KS,Cloud,10488,13.8,17023,3169,67261,152
2166,West North Central,KS,Coffey,8691,13.5,17005,2538,39032,194
2167,West North Central,KS,Comanche,2099,14.9,24723,404,7296,153
2168,West North Central,KS,Cowley,37107,14.9,16516,10916,219054,213
2169,West North Central,KS,Crawford,36488,18.7,16686,12046,219946,207
2170,West North Central,KS,Decatur,3547,13.6,20730,871,14589,166
2171,West North Central,KS,Dickinson,19911,11.9,15796,4759,99339,190
2172,West North Central,KS,Doniphan,7608,9.7,16648,1622,35180,164
2173,West North Central,KS,Douglas,88206,38.4,16023,27765,573312,343
2174,West North Central,KS,Edwards,3564,13.1,24488,834,11376,160
2175,West North Central,KS,Elk,3356,10.5,15503,225,5575,111
2176,West North Central,KS,Ellis,26145,23.4,18242,9033,258250,227
2177,West North Central,KS,Ellsworth,6445,12.8,16536,1519,27246,166
2178,West North Central,KS,Finney,34913,14.4,18557,13675,279881,300
2179,West North Central,KS,Ford,28909,18.1,17717,11119,239642,263
2180,West North Central,KS,Franklin,23164,12.9,15317,5796,118586,216
2181,West North Central,KS,Geary,29638,14.6,14591,6898,175403,283
2182,West North Central,KS,Gove,3091,13.6,28058,778,17086,148
2183,West North Central,KS,Graham,3336,14.2,16371,675,18577,145
2184,West North Central,KS,Grant,7837,13.6,19816,2077,42846,263
2185,West North Central,KS,Gray,5367,12.6,20934,1078,18167,204
2186,West North Central,KS,Greeley,1834,16.8,35594,349,6281,206
2187,West North Central,KS,Greenwood,8032,10.4,16517,1520,29415,156
2188,West North Central,KS,Hamilton,2343,12.9,33459,561,7144,197
2189,West North Central,KS,Harper,6651,10.9,19213,1462,33264,183
2190,West North Central,KS,Harvey,31145,20.3,18852,11174,171779,231
2191,West North Central,KS,Haskell,4027,13.4,25142,630,10236,229
2192,West North Central,KS,Hodgeman,2268,17.3,21595,227,6257,158
2193,West North Central,KS,Jackson,11809,10.4,17424,1602,53793,183
2194,West North Central,KS,Jefferson,17133,13.5,17179,1592,36899,223
2195,West North Central,KS,Jewell,3952,11.7,17314,532,9911,116
2196,West North Central,KS,Johnson,401054,40.5,28692,192817,3964325,438
2197,West North Central,KS,Kearny,4182,12.5,26403,430,10253,254
2198,West North Central,KS,Kingman,8566,11.9,17250,1714,37427,199
2199,West North Central,KS,Kiowa,3605,14.6,20380,896,16844,173
2200,West North Central,KS,Labette,22862,12.1,15605,7605,129868,187
2201,West North Central,KS,Lane,2275,17.8,24168,401,7209,169
2202,West North Central,KS,Leavenworth,69323,23.9,15774,11828,294631,342
2203,West North Central,KS,Lincoln,3431,11.6,18917,645,10268,112
2204,West North Central,KS,Linn,8698,10.4,14560,1258,21284,151
2205,West North Central,KS,Logan,3178,15.9,18293,802,31832,157
2206,West North Central,KS,Lyon,34650,21.4,16396,13942,236315,234
2207,West North Central,KS,Marion,12961,14.9,15348,3052,50690,176
2208,West North Central,KS,Marshall,11261,10.2,18671,3158,69893,156
2209,West North Central,KS,McPherson,27267,17.4,18290,11350,174432,224
2210,West North Central,KS,Meade,4355,17.1,22309,766,12363,192
2211,West North Central,KS,Miami,25187,13.2,17015,5036,108829,235
2212,West North Central,KS,Mitchell,7092,15.8,17600,2208,50013,174
2213,West North Central,KS,Montgomery,37694,13.6,16192,13261,250504,192
2214,West North Central,KS,Morris,6327,12.5,15180,1258,29633,176
2215,West North Central,KS,Morton,3303,16.2,19461,780,15728,218
2216,West North Central,KS,Nemaha,10443,12.3,17972,3418,56388,163
2217,West North Central,KS,Neosho,16994,11.5,16967,6114,102394,180
2218,West North Central,KS,Ness,3752,12.3,21284,900,13180,163
2219,West North Central,KS,Norton,5735,12.8,17994,1392,31817,163
2220,West North Central,KS,Osage,16729,9.3,15095,1852,58723,189
2221,West North Central,KS,Osborne,4696,11,17876,1281,24272,138
2222,West North Central,KS,Ottawa,5749,14,15572,836,18172,162
2223,West North Central,KS,Pawnee,7615,16.7,20644,2188,37187,197
2224,West North Central,KS,Phillips,6270,10.9,18560,1621,36525,155
2225,West North Central,KS,Pottawatomie,17548,15.6,16015,3711,66431,219
2226,West North Central,KS,Pratt,9696,19.5,19994,2827,75173,222
2227,West North Central,KS,Rawlins,3234,14.4,19834,572,13138,168
2228,West North Central,KS,Reno,63263,14.9,18193,23172,462758,233
2229,West North Central,KS,Republic,6215,10.3,18847,2058,25205,135
2230,West North Central,KS,Rice,10086,18.7,17846,2619,37791,165
2231,West North Central,KS,Riley,69784,34.3,15526,16182,428475,323
2232,West North Central,KS,Rooks,5884,11,15744,1181,23602,153
2233,West North Central,KS,Rush,3541,11.5,17613,774,10315,143
2234,West North Central,KS,Russell,7701,14.1,19491,2059,43453,169
2235,West North Central,KS,Saline,51831,17.7,20784,23752,488800,249
2236,West North Central,KS,Scott,5074,13.8,25775,1261,29234,225
2237,West North Central,KS,Sedgwick,419333,22.2,21110,203562,3735784,302
2238,West North Central,KS,Seward,19370,11.6,19617,8101,197518,285
2239,West North Central,KS,Shawnee,165062,22.3,20480,71363,1391314,307
2240,West North Central,KS,Sheridan,2824,13.3,21939,548,10751,147
2241,West North Central,KS,Sherman,6706,12.5,21368,2085,61225,197
2242,West North Central,KS,Smith,4782,10,17738,1099,22442,125
2243,West North Central,KS,Stafford,5193,16.5,19878,896,12379,160
2244,West North Central,KS,Stanton,2331,16.9,24018,341,1678,207
2245,West North Central,KS,Stevens,5257,14.1,24644,1027,17801,233
2246,West North Central,KS,Sumner,26519,11.3,17747,4437,111478,201
2247,West North Central,KS,Thomas,8331,15.7,19113,2311,78993,205
2248,West North Central,KS,Trego,3449,12.1,18687,744,24539,153
2249,West North Central,KS,Wabaunsee,6603,12.6,17150,629,17380,168
2250,West North Central,KS,Wallace,1798,12.5,18891,248,7387,157
2251,West North Central,KS,Washington,6833,11.2,18012,1535,22821,124
2252,West North Central,KS,Wichita,2841,12.5,28460,440,12910,183
2253,West North Central,KS,Wilson,10321,11.4,15226,2827,28538,160
2254,West North Central,KS,Woodson,3999,8.4,16003,516,11338,142
2255,West North Central,KS,Wyandotte,153826,10.3,15465,62726,804315,285
2256,West North Central,MN,Aitkin,13444,9.5,14027,2224,67007,186
2257,West North Central,MN,Anoka,275760,15.5,18556,75335,1906265,460
2258,West North Central,MN,Becker,29119,12,14385,7423,196384,224
2259,West North Central,MN,Beltrami,37932,20.4,14198,10216,298794,264
2260,West North Central,MN,Benton,32950,14.8,15915,7658,106171,367
2261,West North Central,MN,Big Stone,5898,10.1,14336,1283,27107,169
2262,West North Central,MN,Blue Earth,54134,22.7,17517,24347,538182,332
2263,West North Central,MN,Brown,27128,12.3,17377,11564,186195,219
2264,West North Central,MN,Carlton,30421,12.2,15845,7752,198525,230
2265,West North Central,MN,Carver,59220,21.4,22218,20850,222139,409
2266,West North Central,MN,Cass,24738,11.4,14655,4790,135806,202
2267,West North Central,MN,Chippewa,13114,10.9,16063,3768,74753,192
2268,West North Central,MN,Chisago,37024,11.9,16802,7398,165385,313
2269,West North Central,MN,Clay,52178,21.5,15280,13270,328535,296
2270,West North Central,MN,Clearwater,8366,9.8,12850,1446,26722,172
2271,West North Central,MN,Cook,4479,20.7,18911,1573,50469,218
2272,West North Central,MN,Cottonwood,12371,12.3,14955,3849,61489,176
2273,West North Central,MN,Crow Wing,49779,13.5,16691,15370,500066,269
2274,West North Central,MN,Dakota,316466,27.6,23120,105072,2700466,503
2275,West North Central,MN,Dodge,16701,11.7,16373,2749,47941,234
2276,West North Central,MN,Douglas,30397,12.7,15881,10467,272049,253
2277,West North Central,MN,Faribault,16434,12,16117,4688,74554,185
2278,West North Central,MN,Fillmore,20751,10.5,15037,4902,100754,189
2279,West North Central,MN,Freeborn,31934,11.5,16194,11868,258221,232
2280,West North Central,MN,Goodhue,42297,14.1,18698,16655,279575,272
2281,West North Central,MN,Grant,6221,11.4,17234,1436,35312,161
2282,West North Central,MN,Hennepin,1053467,31.6,28266,721312,10966296,452
2283,West North Central,MN,Houston,19296,14.4,16641,3747,66389,233
2284,West North Central,MN,Hubbard,16116,14.7,14165,3220,92073,208
2285,West North Central,MN,Isanti,28286,11.5,16354,5437,124908,302
2286,West North Central,MN,Itasca,43047,12.5,15050,10857,288694,234
2287,West North Central,MN,Jackson,11777,10,14364,2662,46182,174
2288,West North Central,MN,Kanabec,13580,8.9,14814,3046,72843,256
2289,West North Central,MN,Kandiyohi,40793,15.7,16773,15473,324181,269
2290,West North Central,MN,Kittson,5459,12.5,16157,1164,32358,167
2291,West North Central,MN,Koochiching,15983,10.4,15140,4555,110852,252
2292,West North Central,MN,Lac Qui Parle,8398,10.9,14786,1881,34067,164
2293,West North Central,MN,Lake,10570,12.2,15776,2503,93275,217
2294,West North Central,MN,Lake of the Woods,4491,11,15468,1094,28189,185
2295,West North Central,MN,Le Sueur,24361,13.1,17129,5614,72570,256
2296,West North Central,MN,Lincoln,6697,8.4,13232,1155,26833,142
2297,West North Central,MN,Lyon,24995,16.8,18093,12171,204355,246
2298,West North Central,MN,Mahnomen,5145,10.5,12344,1914,21740,132
2299,West North Central,MN,Marshall,10596,10.2,13470,1611,39231,161
2300,West North Central,MN,Martin,22493,13,16752,8013,156994,205
2301,West North Central,MN,McLeod,33254,11.7,18314,15183,227077,283
2302,West North Central,MN,Meeker,21293,10,15633,4711,102202,234
2303,West North Central,MN,Mille Lacs,20083,9.4,14911,8499,110475,254
2304,West North Central,MN,Morrison,30178,9,13873,7224,154412,223
2305,West North Central,MN,Mower,37312,12.9,18929,11256,253669,228
2306,West North Central,MN,Murray,9511,8.5,14349,2122,39675,156
2307,West North Central,MN,Nicollet,29722,22.4,17121,11831,108567,324
2308,West North Central,MN,Nobles,20166,11.1,16686,8165,164763,237
2309,West North Central,MN,Norman,7724,9.7,15815,1492,33675,161
2310,West North Central,MN,Olmsted,112619,29.5,22347,62601,1142687,379
2311,West North Central,MN,Otter Tail,53207,13,15785,14267,325696,227
2312,West North Central,MN,Pennington,13372,13.7,16220,5100,113576,212
2313,West North Central,MN,Pine,22878,9.5,14084,3459,119396,227
2314,West North Central,MN,Pipestone,10339,9.9,15095,2786,60496,180
2315,West North Central,MN,Polk,32692,12.9,16041,8735,166725,243
2316,West North Central,MN,Pope,10940,10.2,14229,2553,56278,188
2317,West North Central,MN,Ramsey,482115,28.8,23826,270220,4332338,418
2318,West North Central,MN,Red Lake,4418,9.3,12681,750,21058,160
2319,West North Central,MN,Redwood,16947,11.1,16006,4953,92575,179
2320,West North Central,MN,Renville,17280,10.2,15642,4164,68804,183
2321,West North Central,MN,Rice,51931,19.3,16847,18111,323648,316
2322,West North Central,MN,Rock,9837,10.8,16192,2519,48773,178
2323,West North Central,MN,Roseau,15997,10.2,15556,6563,79947,256
2324,West North Central,MN,Scott,69916,17.2,20376,20690,322583,431
2325,West North Central,MN,Sherburne,52861,16.7,16302,7583,213085,406
2326,West North Central,MN,Sibley,14720,8.9,14998,2703,42298,191
2327,West North Central,MN,St. Louis,197144,17.3,17872,68067,1584231,256
2328,West North Central,MN,Stearns,125852,17.5,16335,59065,1744952,352
2329,West North Central,MN,Steele,31503,16,18744,15294,219020,272
2330,West North Central,MN,Stevens,10416,17,15156,2847,71107,240
2331,West North Central,MN,Swift,10784,11.2,15226,2536,46044,178
2332,West North Central,MN,Todd,23994,7.8,13338,4255,85279,184
2333,West North Central,MN,Traverse,4290,9.8,17232,786,21754,152
2334,West North Central,MN,Wabasha,20502,12.4,17635,5082,90539,245
2335,West North Central,MN,Wadena,13173,11.6,13686,4278,86579,181
2336,West North Central,MN,Waseca,18002,13.6,15616,6339,88368,251
2337,West North Central,MN,Washington,179824,26.2,22394,37355,1055938,450
